市区町村コード,都道府県,市区町村,年齢（５歳階級）,性別,国籍・地域,在留資格,合計 / 在留外国人数
,,,,,,26：技能実習２号ロ,9 
,,,,,,28：技能実習３号ロ,1 
,,,,,,34：特定活動,1 
,,,,,01_039：ミャンマー,21：特定技能１号,5 
,,,,,,24：技能実習１号ロ,18 
,,,,,,26：技能実習２号ロ,6 
,,,,,02_051：イタリア,16：技術・人文知識・国際業務,1 
,,,,,02_084：フランス,35：永住者,1 
,,,,,02_101：ロシア,34：特定活動,1 
43425,43：熊本県,産山村,-,-,01_007：インド,24：技能実習１号ロ,1 
,,,,,01_008：インドネシア,21：特定技能１号,8 
,,,,,01_011：韓国,16：技術・人文知識・国際業務,11 
,,,,,,35：永住者,4 
,,,,,,39：特別永住者,3 
,,,,,01_014：カンボジア,21：特定技能１号,1 
,,,,,,26：技能実習２号ロ,1 
,,,,,,34：特定活動,1 
,,,,,01_023：中国,16：技術・人文知識・国際業務,1 
,,,,,,35：永住者,1 
,,,,,01_028：ネパール,16：技術・人文知識・国際業務,11 
,,,,,,21：特定技能１号,3 
,,,,,,33：家族滞在,1 
,,,,,01_034：フィリピン,21：特定技能１号,1 
,,,,,,35：永住者,1 
,,,,,01_037：ベトナム,16：技術・人文知識・国際業務,1 
,,,,,,21：特定技能１号,1 
,,,,,,24：技能実習１号ロ,3 
,,,,,,26：技能実習２号ロ,6 
,,,,,01_039：ミャンマー,16：技術・人文知識・国際業務,1 
,,,,,,34：特定活動,1 
,,,,,02_054：英国,36：日本人の配偶者等,1 
,,,,,04_175：米国,15：教育,1 
,,,,,,35：永住者,1 
43428,43：熊本県,高森町,-,-,01_008：インドネシア,04：芸術,3 
,,,,,,16：技術・人文知識・国際業務,1 
,,,,,,21：特定技能１号,4 
,,,,,,24：技能実習１号ロ,6 
,,,,,,26：技能実習２号ロ,7 
,,,,,,36：日本人の配偶者等,1 
,,,,,01_011：韓国,11：経営・管理,2 
,,,,,,16：技術・人文知識・国際業務,6 
,,,,,,17：企業内転勤,1 
,,,,,,34：特定活動,2 
,,,,,,35：永住者,1 
,,,,,,39：特別永住者,1 
,,,,,01_012：（朝鮮）,36：日本人の配偶者等,1 
,,,,,,39：特別永住者,1 
,,,,,01_014：カンボジア,21：特定技能１号,4 
,,,,,,24：技能実習１号ロ,3 
,,,,,,26：技能実習２号ロ,8 
,,,,,,28：技能実習３号ロ,2 
,,,,,,34：特定活動,2 
,,,,,01_020：スリランカ,21：特定技能１号,3 
,,,,,01_021：タイ,21：特定技能１号,2 
,,,,,,26：技能実習２号ロ,2 
,,,,,01_023：中国,35：永住者,2 
,,,,,01_028：ネパール,16：技術・人文知識・国際業務,1 
,,,,,,21：特定技能１号,8 
,,,,,,33：家族滞在,1 
,,,,,01_032：バングラデシュ,21：特定技能１号,4 
,,,,,01_034：フィリピン,21：特定技能１号,2 
,,,,,,35：永住者,7 
,,,,,01_037：ベトナム,16：技術・人文知識・国際業務,4 
,,,,,,21：特定技能１号,9 
,,,,,,24：技能実習１号ロ,9 
,,,,,,26：技能実習２号ロ,24 
,,,,,,28：技能実習３号ロ,4 
,,,,,,34：特定活動,4 
,,,,,01_039：ミャンマー,21：特定技能１号,5 
,,,,,,26：技能実習２号ロ,5 
,,,,,01_040：モルディブ,36：日本人の配偶者等,1 
,,,,,02_071：スロベニア,16：技術・人文知識・国際業務,1 
,,,,,02_101：ロシア,04：芸術,1 
,,,,,04_158：カナダ,36：日本人の配偶者等,1 
,,,,,04_175：米国,04：芸術,1 
,,,,,,16：技術・人文知識・国際業務,1 
,,,,,,35：永住者,1 
,,,,,,36：日本人の配偶者等,2 
,,,,,05_187：ブラジル,04：芸術,2 
,,,,,06_191：オーストラリア,04：芸術,1 
43432,43：熊本県,西原村,-,-,01_007：インド,20：技能,3 
,,,,,01_008：インドネシア,21：特定技能１号,6 
,,,,,,26：技能実習２号ロ,6 
,,,,,01_011：韓国,16：技術・人文知識・国際業務,1 
,,,,,,35：永住者,1 
,,,,,,39：特別永住者,1 
,,,,,01_014：カンボジア,21：特定技能１号,4 
,,,,,,24：技能実習１号ロ,1 
,,,,,,26：技能実習２号ロ,6 
,,,,,,28：技能実習３号ロ,1 
,,,,,01_019：シンガポール,16：技術・人文知識・国際業務,1 
,,,,,,33：家族滞在,3 
,,,,,01_020：スリランカ,36：日本人の配偶者等,1 
,,,,,01_021：タイ,29：文化活動,1 
,,,,,,36：日本人の配偶者等,1 
,,,,,01_022：台湾,11：経営・管理,1 
,,,,,,16：技術・人文知識・国際業務,2 
,,,,,01_023：中国,16：技術・人文知識・国際業務,1 
,,,,,,35：永住者,2 
,,,,,01_028：ネパール,21：特定技能１号,1 
,,,,,,26：技能実習２号ロ,4 
,,,,,01_030：パキスタン,11：経営・管理,1 
,,,,,,16：技術・人文知識・国際業務,3 
,,,,,,33：家族滞在,8 
,,,,,01_034：フィリピン,21：特定技能１号,2 
,,,,,,28：技能実習３号ロ,3 
,,,,,,35：永住者,7 
,,,,,01_037：ベトナム,16：技術・人文知識・国際業務,17 
,,,,,,21：特定技能１号,82 
,,,,,,24：技能実習１号ロ,3 
,,,,,,26：技能実習２号ロ,15 
,,,,,,28：技能実習３号ロ,2 
,,,,,,33：家族滞在,2 
,,,,,,34：特定活動,3 
,,,,,01_039：ミャンマー,21：特定技能１号,2 
,,,,,,24：技能実習１号ロ,2 
,,,,,,26：技能実習２号ロ,10 
,,,,,,34：特定活動,3 
,,,,,02_046：アイルランド,35：永住者,1 
,,,,,,36：日本人の配偶者等,1 
,,,,,02_058：オランダ,36：日本人の配偶者等,1 
,,,,,02_084：フランス,35：永住者,1 
,,,,,03_129：セネガル,36：日本人の配偶者等,1 
,,,,,04_175：米国,15：教育,1 
,,,,,,35：永住者,1 
43433,43：熊本県,南阿蘇村,-,-,01_007：インド,24：技能実習１号ロ,1 
,,,,,,26：技能実習２号ロ,1 
,,,,,01_008：インドネシア,21：特定技能１号,10 
,,,,,,24：技能実習１号ロ,8 
,,,,,,26：技能実習２号ロ,11 
,,,,,,34：特定活動,3 
,,,,,01_011：韓国,35：永住者,1 
,,,,,,39：特別永住者,2 
,,,,,01_014：カンボジア,21：特定技能１号,8 
,,,,,,24：技能実習１号ロ,4 
,,,,,,26：技能実習２号ロ,10 
,,,,,01_020：スリランカ,21：特定技能１号,8 
,,,,,,31：留学,3 
,,,,,01_021：タイ,36：日本人の配偶者等,2 
,,,,,01_022：台湾,17：企業内転勤,3 
,,,,,,34：特定活動,1 
,,,,,,35：永住者,1 
,,,,,01_023：中国,16：技術・人文知識・国際業務,1 
,,,,,,35：永住者,2 
,,,,,,36：日本人の配偶者等,1 
,,,,,01_028：ネパール,16：技術・人文知識・国際業務,16 
,,,,,,21：特定技能１号,10 
,,,,,,31：留学,4 
,,,,,,33：家族滞在,6 
,,,,,01_032：バングラデシュ,16：技術・人文知識・国際業務,2 
,,,,,01_034：フィリピン,35：永住者,5 
,,,,,,36：日本人の配偶者等,1 
,,,,,01_037：ベトナム,16：技術・人文知識・国際業務,4 
,,,,,,21：特定技能１号,3 
,,,,,,26：技能実習２号ロ,4 
,,,,,,31：留学,2 
,,,,,,33：家族滞在,1 
,,,,,,34：特定活動,1 
,,,,,01_039：ミャンマー,24：技能実習１号ロ,3 
,,,,,,26：技能実習２号ロ,18 
,,,,,,31：留学,9 
,,,,,,34：特定活動,4 
,,,,,01_041：モンゴル,31：留学,1 
,,,,,02_054：英国,35：永住者,3 
,,,,,02_059：カザフスタン,36：日本人の配偶者等,1 
,,,,,02_078：ドイツ,36：日本人の配偶者等,2 
,,,,,02_084：フランス,35：永住者,1 
,,,,,,36：日本人の配偶者等,1 
,,,,,02_087：ベルギー,36：日本人の配偶者等,1 
,,,,,03_112：カメルーン,31：留学,1 
,,,,,03_131：タンザニア,35：永住者,1 
,,,,,03_146：南アフリカ共和国,35：永住者,1 
,,,,,04_158：カナダ,35：永住者,1 
,,,,,,36：日本人の配偶者等,1 
,,,,,04_175：米国,15：教育,1 
,,,,,,35：永住者,2 
,,,,,,36：日本人の配偶者等,4 
,,,,,06_191：オーストラリア,34：特定活動,1 
,,,,,,36：日本人の配偶者等,1 
43441,43：熊本県,御船町,-,-,01_008：インドネシア,16：技術・人文知識・国際業務,2 
,,,,,,21：特定技能１号,8 
,,,,,,26：技能実習２号ロ,29 
,,,,,,34：特定活動,1 
,,,,,,35：永住者,1 
,,,,,01_011：韓国,35：永住者,4 
,,,,,,36：日本人の配偶者等,2 
,,,,,,39：特別永住者,5 
,,,,,01_014：カンボジア,21：特定技能１号,1 
,,,,,,26：技能実習２号ロ,8 
,,,,,01_021：タイ,35：永住者,2 
,,,,,01_022：台湾,35：永住者,1 
,,,,,01_023：中国,31：留学,7 
,,,,,,34：特定活動,1 
,,,,,,35：永住者,10 
,,,,,,36：日本人の配偶者等,2 
,,,,,01_028：ネパール,21：特定技能１号,1 
,,,,,,24：技能実習１号ロ,2 
,,,,,01_032：バングラデシュ,21：特定技能１号,2 
,,,,,,24：技能実習１号ロ,2 
,,,,,,26：技能実習２号ロ,1 
,,,,,01_034：フィリピン,15：教育,1 
,,,,,,21：特定技能１号,1 
,,,,,,34：特定活動,2 
,,,,,,35：永住者,2 
,,,,,,36：日本人の配偶者等,2 
,,,,,01_037：ベトナム,16：技術・人文知識・国際業務,3 
,,,,,,21：特定技能１号,12 
,,,,,,24：技能実習１号ロ,18 
,,,,,,26：技能実習２号ロ,19 
,,,,,,28：技能実習３号ロ,2 
,,,,,,34：特定活動,3 
,,,,,,36：日本人の配偶者等,1 
,,,,,01_039：ミャンマー,21：特定技能１号,17 
,,,,,,24：技能実習１号ロ,10 
,,,,,,26：技能実習２号ロ,5 
,,,,,02_046：アイルランド,36：日本人の配偶者等,1 
,,,,,02_054：英国,35：永住者,1 
,,,,,04_175：米国,15：教育,1 
,,,,,,35：永住者,1 
,,,,,,36：日本人の配偶者等,1 
,,,,,06_191：オーストラリア,11：経営・管理,1 
,,,,,,33：家族滞在,3 
43442,43：熊本県,嘉島町,-,-,01_007：インド,20：技能,3 
,,,,,01_008：インドネシア,21：特定技能１号,57 
,,,,,,24：技能実習１号ロ,16 
,,,,,,26：技能実習２号ロ,10 
,,,,,,34：特定活動,2 
,,,,,01_011：韓国,35：永住者,1 
,,,,,,39：特別永住者,5 
,,,,,01_014：カンボジア,21：特定技能１号,3 
,,,,,,24：技能実習１号ロ,3 
,,,,,,26：技能実習２号ロ,6 
,,,,,01_020：スリランカ,24：技能実習１号ロ,1 
,,,,,01_022：台湾,16：技術・人文知識・国際業務,1 
,,,,,01_023：中国,16：技術・人文知識・国際業務,2 
,,,,,,20：技能,1 
,,,,,,21：特定技能１号,1 
,,,,,,26：技能実習２号ロ,1 
,,,,,,31：留学,1 
,,,,,,35：永住者,4 
,,,,,01_034：フィリピン,21：特定技能１号,4 
,,,,,,24：技能実習１号ロ,1 
,,,,,,25：技能実習２号イ,2 
,,,,,,26：技能実習２号ロ,2 
,,,,,,35：永住者,1 
,,,,,,36：日本人の配偶者等,1 
,,,,,,38：定住者,1 
,,,,,01_037：ベトナム,16：技術・人文知識・国際業務,1 
,,,,,,21：特定技能１号,13 
,,,,,,22：特定技能２号,1 
,,,,,,24：技能実習１号ロ,5 
,,,,,,26：技能実習２号ロ,6 
,,,,,,33：家族滞在,2 
,,,,,,34：特定活動,3 
,,,,,01_039：ミャンマー,16：技術・人文知識・国際業務,2 
,,,,,,21：特定技能１号,8 
,,,,,,24：技能実習１号ロ,1 
,,,,,,26：技能実習２号ロ,5 
,,,,,,28：技能実習３号ロ,2 
,,,,,,34：特定活動,3 
,,,,,02_054：英国,15：教育,1 
,,,,,,35：永住者,1 
,,,,,02_068：スウェーデン,35：永住者,1 
43443,43：熊本県,益城町,-,-,01_007：インド,26：技能実習２号ロ,3 
,,,,,01_008：インドネシア,16：技術・人文知識・国際業務,1 
,,,,,,21：特定技能１号,8 
,,,,,,24：技能実習１号ロ,10 
,,,,,,26：技能実習２号ロ,19 
,,,,,,36：日本人の配偶者等,1 
,,,,,01_011：韓国,16：技術・人文知識・国際業務,1 
,,,,,,35：永住者,3 
,,,,,,36：日本人の配偶者等,1 
,,,,,,39：特別永住者,3 
,,,,,01_012：（朝鮮）,39：特別永住者,1 
,,,,,01_014：カンボジア,21：特定技能１号,6 
,,,,,,24：技能実習１号ロ,3 
,,,,,,26：技能実習２号ロ,1 
,,,,,01_021：タイ,21：特定技能１号,1 
,,,,,,24：技能実習１号ロ,2 
,,,,,,26：技能実習２号ロ,1 
,,,,,,36：日本人の配偶者等,1 
,,,,,01_022：台湾,16：技術・人文知識・国際業務,4 
,,,,,,31：留学,1 
,,,,,,34：特定活動,1 
,,,,,,35：永住者,2 
,,,,,01_023：中国,31：留学,2 
,,,,,,35：永住者,14 
,,,,,,36：日本人の配偶者等,1 
,,,,,,37：永住者の配偶者等,2 
,,,,,,38：定住者,3 
,,,,,01_028：ネパール,16：技術・人文知識・国際業務,11 
,,,,,,21：特定技能１号,5 
,,,,,,36：日本人の配偶者等,1 
,,,,,01_032：バングラデシュ,24：技能実習１号ロ,2 
,,,,,01_034：フィリピン,21：特定技能１号,13 
,,,,,,24：技能実習１号ロ,11 
,,,,,,26：技能実習２号ロ,12 
,,,,,,28：技能実習３号ロ,2 
,,,,,,35：永住者,6 
,,,,,,36：日本人の配偶者等,1 
,,,,,01_037：ベトナム,08：高度専門職１号ロ,1 
,,,,,,16：技術・人文知識・国際業務,2 
,,,,,,21：特定技能１号,25 
,,,,,,24：技能実習１号ロ,5 
,,,,,,26：技能実習２号ロ,20 
,,,,,,28：技能実習３号ロ,1 
,,,,,,34：特定活動,3 
,,,,,,36：日本人の配偶者等,1 
,,,,,01_039：ミャンマー,21：特定技能１号,16 
,,,,,,24：技能実習１号ロ,15 
,,,,,,26：技能実習２号ロ,14 
,,,,,,34：特定活動,4 
,,,,,01_041：モンゴル,16：技術・人文知識・国際業務,1 
,,,,,02_054：英国,35：永住者,1 
,,,,,02_069：スペイン,36：日本人の配偶者等,1 
,,,,,02_101：ロシア,35：永住者,1 
,,,,,04_175：米国,15：教育,1 
,,,,,04_178：メキシコ,36：日本人の配偶者等,1 
,,,,,,38：定住者,1 
,,,,,05_187：ブラジル,35：永住者,2 
43444,43：熊本県,甲佐町,-,-,01_008：インドネシア,21：特定技能１号,9 
,,,,,,24：技能実習１号ロ,9 
,,,,,,26：技能実習２号ロ,9 
,,,,,01_011：韓国,35：永住者,2 
,,,,,01_014：カンボジア,21：特定技能１号,1 
,,,,,01_021：タイ,26：技能実習２号ロ,1 
,,,,,01_023：中国,35：永住者,1 
,,,,,,36：日本人の配偶者等,1 
,,,,,,38：定住者,1 
,,,,,01_026：トルコ,35：永住者,1 
,,,,,01_028：ネパール,16：技術・人文知識・国際業務,2 
,,,,,01_034：フィリピン,21：特定技能１号,8 
,,,,,,24：技能実習１号ロ,2 
,,,,,,35：永住者,7 
,,,,,,36：日本人の配偶者等,1 
,,,,,01_037：ベトナム,16：技術・人文知識・国際業務,1 
,,,,,,21：特定技能１号,18 
,,,,,,24：技能実習１号ロ,12 
,,,,,,26：技能実習２号ロ,21 
,,,,,,28：技能実習３号ロ,2 
,,,,,,34：特定活動,1 
,,,,,01_039：ミャンマー,16：技術・人文知識・国際業務,2 
,,,,,,21：特定技能１号,23 
,,,,,,24：技能実習１号ロ,2 
,,,,,,26：技能実習２号ロ,15 
,,,,,,28：技能実習３号ロ,1 
,,,,,,34：特定活動,4 
,,,,,04_175：米国,36：日本人の配偶者等,1 
43447,43：熊本県,山都町,-,-,01_008：インドネシア,21：特定技能１号,18 
,,,,,,24：技能実習１号ロ,17 
,,,,,,26：技能実習２号ロ,21 
,,,,,,34：特定活動,1 
,,,,,01_011：韓国,36：日本人の配偶者等,2 
,,,,,,39：特別永住者,2 
,,,,,01_014：カンボジア,21：特定技能１号,19 
,,,,,,22：特定技能２号,1 
,,,,,,24：技能実習１号ロ,8 
,,,,,,26：技能実習２号ロ,15 
,,,,,,28：技能実習３号ロ,1 
,,,,,,34：特定活動,2 
,,,,,01_020：スリランカ,24：技能実習１号ロ,3 
,,,,,,34：特定活動,3 
,,,,,01_021：タイ,35：永住者,1 
,,,,,01_023：中国,35：永住者,6 
,,,,,01_028：ネパール,21：特定技能１号,2 
,,,,,01_034：フィリピン,21：特定技能１号,16 
,,,,,,24：技能実習１号ロ,2 
,,,,,,26：技能実習２号ロ,4 
,,,,,,34：特定活動,3 
,,,,,,35：永住者,4 
,,,,,,36：日本人の配偶者等,2 
,,,,,01_037：ベトナム,21：特定技能１号,2 
,,,,,,24：技能実習１号ロ,2 
,,,,,,26：技能実習２号ロ,14 
,,,,,,28：技能実習３号ロ,2 
,,,,,,35：永住者,1 
,,,,,01_039：ミャンマー,21：特定技能１号,9 
,,,,,,24：技能実習１号ロ,7 
,,,,,,26：技能実習２号ロ,9 
,,,,,02_058：オランダ,15：教育,1 
,,,,,02_080：ノルウェー,15：教育,1 
,,,,,02_084：フランス,15：教育,1 
,,,,,,36：日本人の配偶者等,1 
,,,,,02_090：ポルトガル,15：教育,1 
,,,,,04_158：カナダ,36：日本人の配偶者等,1 
,,,,,04_175：米国,36：日本人の配偶者等,2 
,,,,,06_191：オーストラリア,36：日本人の配偶者等,1 
43468,43：熊本県,氷川町,-,-,01_008：インドネシア,21：特定技能１号,17 
,,,,,,24：技能実習１号ロ,17 
,,,,,,26：技能実習２号ロ,25 
,,,,,01_011：韓国,35：永住者,1 
,,,,,,36：日本人の配偶者等,1 
,,,,,,39：特別永住者,2 
,,,,,01_014：カンボジア,21：特定技能１号,22 
,,,,,,24：技能実習１号ロ,5 
,,,,,,26：技能実習２号ロ,28 
,,,,,,28：技能実習３号ロ,1 
,,,,,,34：特定活動,3 
,,,,,01_021：タイ,21：特定技能１号,1 
,,,,,,24：技能実習１号ロ,1 
,,,,,,26：技能実習２号ロ,8 
,,,,,,28：技能実習３号ロ,1 
,,,,,01_022：台湾,39：特別永住者,1 
,,,,,01_023：中国,16：技術・人文知識・国際業務,1 
,,,,,,21：特定技能１号,5 
,,,,,,26：技能実習２号ロ,4 
,,,,,,35：永住者,3 
,,,,,,36：日本人の配偶者等,1 
,,,,,01_028：ネパール,21：特定技能１号,1 
,,,,,01_030：パキスタン,35：永住者,7 
,,,,,,36：日本人の配偶者等,2 
,,,,,01_034：フィリピン,21：特定技能１号,29 
,,,,,,24：技能実習１号ロ,12 
,,,,,,26：技能実習２号ロ,16 
,,,,,,35：永住者,4 
,,,,,,36：日本人の配偶者等,2 
,,,,,01_037：ベトナム,21：特定技能１号,15 
,,,,,,24：技能実習１号ロ,5 
,,,,,,26：技能実習２号ロ,13 
,,,,,,34：特定活動,2 
,,,,,,36：日本人の配偶者等,1 
,,,,,01_039：ミャンマー,24：技能実習１号ロ,5 
,,,,,,26：技能実習２号ロ,17 
43482,43：熊本県,芦北町,-,-,01_008：インドネシア,21：特定技能１号,2 
,,,,,,24：技能実習１号ロ,5 
,,,,,,26：技能実習２号ロ,10 
,,,,,,35：永住者,1 
,,,,,01_011：韓国,39：特別永住者,2 
,,,,,01_014：カンボジア,21：特定技能１号,1 
,,,,,,26：技能実習２号ロ,2 
,,,,,,28：技能実習３号ロ,2 
,,,,,01_020：スリランカ,16：技術・人文知識・国際業務,1 
,,,,,,33：家族滞在,1 
,,,,,01_023：中国,35：永住者,5 
,,,,,,36：日本人の配偶者等,1 
,,,,,01_028：ネパール,21：特定技能１号,4 
,,,,,01_034：フィリピン,21：特定技能１号,1 
,,,,,,26：技能実習２号ロ,3 
,,,,,,35：永住者,5 
,,,,,01_037：ベトナム,21：特定技能１号,9 
,,,,,,24：技能実習１号ロ,1 
,,,,,,26：技能実習２号ロ,4 
,,,,,,34：特定活動,2 
,,,,,01_039：ミャンマー,21：特定技能１号,3 
,,,,,,24：技能実習１号ロ,3 
,,,,,,26：技能実習２号ロ,11 
